id,pr,acc
99,0,1.77301931776047E-05
100,0,8.79945632692222E-05
101,0,0.000175989126538444
102,0,0.00018481520007497
103,0.00078212989613315,2.71127084271736E-05
104,0,0.00128953609385966
105,0,0.000269919249638596
106,0,0.000240355594421591
107,0,0.00018175573556593
108,0,0.000180266695816193
109,0,0.000227194669457413
110,0,4.31570071190677E-05
111,0.00078212989613315,0.000261934101798943
112,0,0.000736877767919806
113,0.00078212989613315,5.0982771754248E-05
114,0,0.000116878952495111
115,0,0.000174717726352752
116,0,0.000174622734532628
117,0,0
118,0,0.000110656798788274
119,0,8.29661286767392E-06
120,0,0.000109999894581144
121,0,0.000138344942659379
122,0,2.58942042714406E-05
123,0,0.000109635364417599
124,0.00078212989613315,0.000174622734532628
125,0,4.02433740069379E-05
126,0,0.000404878874457895
127,0,2.21627414720058E-05
128,0,0.000131223494640881
129,0,0.000207517413989069
130,0.00078212989613315,0.000116282299652395
131,0,0.000311273762117731
132,0,2.49655272682537E-05
133,0,8.61049638601843E-08
134,0,0.000615937359586682
135,0,0.000233757904990223
136,0,0.00037381615205895
137,0,0.000298888256687849
138,0,0.000319270185369909
139,0.00078212989613315,8.20146841505504E-05
140,0,0.000589032252438213
141,0,0.00103978476655005
142,0,0.000785376336584284
143,0,0.000111216145280218
144,0,0.000125121209866974
145,0,3.5329458993403E-05
146,0,5.84394762475557E-05
147,0,0
148,0,4.41618237417537E-05
149,0,0
150,0,0.000693189844366701
151,0,0.00047595599641559
152,0,2.6595289766407E-05
153,0,0.000199258837791899
154,0,8.86509658880233E-06
155,0,4.41624204549505E-05
156,0,0
157,0,0.000475856002358373
158,0,0.00012087042464439
159,0,0.000101965543508496
160,0.00162683018395695,0.000528971492410802
161,0,0.000168197768449801
162,0,0.000539838499277193
163,0.00078212989613315,0
164,0,0
165,0,0.000175318428742667
166,0.00176761356526092,3.01367373510645E-07
167,0,3.21946992055504E-05
168,0.00078212989613315,0
169,0,0.000290550090099576
170,0,0.000674794630249994
171,0,0.000420622290237785
172,0,7.3090242945066E-05
173,0,6.10046495834684E-05
174,0.00078212989613315,0.000264485746205401
175,0.00078212989613315,0.000272633603348895
176,0,1.72628028476271E-05
177,0,0.00033182792759554
178,0.00078212989613315,6.7977029005664E-05
179,0,3.85939203092238E-05
180,0.00078212989613315,8.20146841505504E-05
181,0.00078212989613315,0.000206667116269141
182,0,1.13353211352014E-05
183,0,3.68855995960912E-05
184,0,2.58942042714406E-05
185,0,0.000164999841871716
186,0,3.85939203092238E-05
187,0,0.000113975623262857
188,0,3.32235141863985E-05
189,0.00078212989613315,0.000103333558134571
190,0,5.22737711180488E-05
191,0,0.000311590954038679
192,0,0.000461953019690012
193,0,0
194,0.00078212989613315,0.000130610133509012
195,0,0.000190342400943349
196,0,0.000264485746205401
197,0.00078212989613315,0
198,0,0.000107537662403128
199,0.00078212989613315,0.00019945734071
200,0,0
201,0,7.41440968534788E-05
202,0.00078212989613315,0.00022856773364077
203,0,0.000369895256102934
204,0,0.000166828279822632
205,0,0.000674794630249994
206,0,3.48491807453659E-05
207,0,1.76647294967015E-05
208,0,0.000674798124096491
209,0,6.96983614907318E-05
210,0.00078212989613315,0
211,0,0.000295916204882348
212,0,0.000539835704199995
213,0,2.56573635870858E-05
214,0,0.00016591396379777
215,0,1.19048032337109E-05
216,0,3.48491807453659E-05
217,0,0.000116282299652395
218,0,0.000311513460049125
219,0,0.000125121209866974
220,0,0.00110531665187971
221,0,3.48491807453659E-05
222,0,4.31570071190677E-05
223,0,8.12250174405698E-05
224,0,0.000713933994623386
225,0,0.000109999894581144
226,0,0.000346594922183351
227,0,0.000107537662403128
228,0,0.000259051165452475
229,0,0.00028203099083691
230,0,0.000314932291720224
231,0,1.89010675608313E-07
232,0,0.000236199218790168
233,0,0.000404878874457895
234,0,0.00012087042464439
235,0,0.000638540370739817
236,0,0.000277222800112456
237,0,0.000489837143276742
238,0,3.10278380608081E-05
239,0,0.000290550090099576
240,0,2.41460244041628E-05
241,0,0.000535247178542022
242,0,0.00047595599641559
243,0,0.000237977998207795
244,0,0.000785376336584284
245,0.00078212989613315,0.000130610133509012
246,0.00078212989613315,0.000101965543508496
247,0,0.000170963434894286
248,0,0.00039696304634308
249,0.00078212989613315,9.64848007730596E-05
250,0.00078212989613315,2.41460244041628E-05
251,0.00078212989613315,3.02275230272038E-05
252,0.00120448004004505,1.29157445790277E-07
253,0.00212739331748217,0
254,0,6.87124457884923E-05
255,0,8.76592143713336E-05
256,0,0.000240355594421591
257,0,0
258,0,0.000500070320103488
259,0,0
260,0,0.000594944995519488
261,0.00078212989613315,0.000489837143276742
262,0.00120448004004505,5.24408450052452E-06
263,0.00078212989613315,0.000130610133509012
264,0,0.000236199218790168
265,0,1.24827636341269E-05
266,0,4.3689672719444E-05
267,0,0.000411697945727443
268,0,5.84394762475557E-05
269,0,0.000117326084358963
270,0,0.000303732826201449
271,0,0.000809753556299993
272,0,0.000137424891576985
273,0,9.96705425591956E-05
274,0,8.34141399113159E-05
275,0,0.000113534693140476
276,0,0.000174717726352752
277,0.00134526342134902,8.29661286767392E-06
278,0,1.32976448832035E-05
279,0,0.000461953019690012
280,0,0.000250242419733948
281,0.00078212989613315,0.000443874307323521
282,0,0.000130967050899471
283,0,2.58942042714406E-05
284,0,9.16165943846564E-05
285,0,0.000206667116269141
286,0,0.00039696304634308
287,0,0.000615937359586682
288,0,0.000539838499277193
289,0,0
290,0,0.00019848152317154
291,0.00078212989613315,0.000172931178324224
292,0,3.85939203092238E-05
293,0,0.00019848152317154
294,0.00078212989613315,0.000369895256102934
295,0,0.000592405366091076
296,0,6.84196362322288E-05
297,0,8.79945632692222E-05
298,0,0.000236199218790168
299,0,0.000217912567574682
300,0,0.000176441976740333
301,0,0.0002492107680393
302,0,5.35904012724746E-05
303,0,0.000109999894581144
304,0,6.34346423313946E-05
305,0,0
306,0,0
307,0,9.84176209806605E-05
308,0.00078212989613315,0.00023525596898711
309,0,0.000539838499277193
310,0,0.000290550090099576
311,0.00078212989613315,0
312,0,0.000107537662403128
313,0,3.32235141863985E-05
314,0.00078212989613315,0.000489837143276742
315,0,8.79945632692222E-05
316,0,0.000107180802544949
317,0,0.000462038000187426
318,0,3.31218153412129E-05
319,0,0.00020724093236198
320,0,4.2762272645143E-05
321,0,1.88922018920024E-05
322,0.00078212989613315,0.000475856002358373
323,0,0.000638540370739817
324,0,0.000314932291720224
325,0,0.000401435383906516
326,0,3.48491807453659E-05
327,0,0.000148288193706958
328,0,0.000338517352052043
329,0,2.56573635870858E-05
330,0,0.000217912567574682
331,0.00120448004004505,0
332,0,3.45256056952542E-05
333,0,1.71049090580572E-05
334,0,0.000443874307323521
335,0,0.000174622734532628
336,0,0.000552658325939855
337,0,0.000785376336584284
338,0,7.3090242945066E-05
339,0,0.000333380213402325
340,0,0.000160771203817424
341,0.00078212989613315,6.7977029005664E-05
342,0,0
343,0,0.000769921699483353
344,0,0.000589032252438213
345,0.00078212989613315,0.000425225956682028
346,0,0.000264642030895387
347,0,5.22737711180488E-05
348,0,0.000215075324806255
349,0.00078212989613315,0.000311513460049125
350,0,0.000217912567574682
351,0.00078212989613315,0.000666760426804651
352,0,0.000148014165439921
353,0,0
354,0,2.20812102274753E-05
355,0,0.00020145070774065
356,0.00078212989613315,0
357,0.00078212989613315,0
358,0.00148604680265298,0.000440809577009001
359,0,1.87241454511903E-05
360,0,0.000142469529078572
361,0,0.000352647661607201
362,0.00078212989613315,0.00018175573556593
363,0,0.000245331393764691
364,0,0.000120177797210796
365,0,0
366,0,5.49999472905721E-05
367,0.00078212989613315,0
368,0,1.72628028476271E-05
369,0.00078212989613315,0
370,0,8.0385601908712E-05
371,0.00078212989613315,0
372,0,7.41440968534788E-05
373,0.00078212989613315,0
374,0.00078212989613315,0.000389488692548348
375,0,0.000406618911278122
376,0,5.22801640214661E-05
377,0,0.000185360242133697
378,0,0.000478905278054863
379,0,3.31218153412129E-05
380,0.0024089600800901,0
381,0,0.000114520742980821
382,0,0.000148014165439921
383,0,0.00039366536465028
384,0,0.000240355594421591
385,0,1.77301931776047E-05
386,0,2.32394643661488E-05
387,0.00078212989613315,0.000232956968470336
388,0,0.000205320647628185
389,0,0.00023525596898711
390,0,0.000615937359586682
391,0,0.000336395536899602
392,0.00078212989613315,0.000554445600224911
393,0,0.00047595599641559
394,0,5.41500116270465E-05
395,0.00078212989613315,3.5329458993403E-05
396,0,0.000264914283994445
397,0.00120448004004505,0
398,0,0.000110609309198513
399,0,0.000685772000587439
400,0,0.00012460538401965
401,0,8.86509658880233E-06
402,0,0.000221218618397027
403,0.00134526342134902,0
404,0,3.45256056952542E-05
405,0,0.000551131510510392
406,0,0.000461953019690012
407,0,8.86509658880233E-06
408,0,0.000368438883959903
409,0,3.48597997619819E-05
410,0,0.000327108525019588
411,0,0.000245331393764691
412,0.00162683018395695,1.0488169001049E-05
413,0,5.52030255686882E-05
414,0.00190839694656489,0.000649488127045049
415,0,0.000148288193706958
416,0,9.13628036813325E-05
417,0,0.000922751543570594
418,0,2.56573635870858E-05
419,0,0.00023525596898711
420,0,0.000185360242133697
421,0,0.000237977998207795
422,0.00078212989613315,6.22245965075544E-06
423,0,0.000109635364417599
424,0,0.000333380213402325
425,0,5.49999472905721E-05
426,0,0.000242986260961159
427,0.00078212989613315,0.000162450034881139
428,0,5.48176822087995E-05
429,0,0.000672791073799204
430,0,6.56117473204403E-05
431,0,0.000463123554066927
432,0.00078212989613315,0.000203837347411544
433,0,0.000107180802544949
434,0,5.22737711180488E-05
435,0.00078212989613315,0.000487116095283787
436,0,3.48491807453659E-05
437,0,2.49655272682537E-05
438,0.00078212989613315,0
439,0,3.31218153412129E-05
440,0.00162683018395695,0.000104560328042932
441,0,0.000146657605448704
442,0,0.000535247178542022
443,0,2.71127084271736E-05
444,0,2.41460244041628E-05
445,0,0.000148288193706958
446,0,0.000250035160051744
447,0,8.45795231085262E-05
448,0,0.000290550090099576
449,0,0.000319270185369909
450,0,8.76592143713336E-05
451,0,0.000237977998207795
452,0,0.000401435383906516
453,0,0.00016116056619252
454,0,0.000669058973177527
455,0,1.87241454511903E-05
456,0,6.96983614907318E-05
457,0,9.2213998990228E-05
458,0,0
459,0,0.000507776028078065
460,0,0.000264642030895387
461,0,0.000242986260961159
462,0,4.22897615542631E-05
463,0,0.000115781760927671
464,0.00148604680265298,0
465,0,0.000423146690065054
466,0,0.000338517352052043
467,0,0.000108300023254093
468,0,8.86509658880233E-06
469,0.00078212989613315,6.43611458641763E-05
470,0,0
471,0,1.72628028476271E-05
472,0,0.000166828279822632
473,0.00134526342134902,3.21946992055504E-05
474,0,0.000103758706994534
475,0,0.000218278418165786
476,0,0.000669058973177527
477,0,0.000461953019690012
478,0,0.00047595599641559
479,0,0.000311513460049125
480,0,9.08778677829651E-05
481,0.00078212989613315,2.83516013412469E-07
482,0,8.497128625708E-05
483,0,0.00012149313048058
484,0,4.72526689020782E-07
485,0,0.000148288193706958
486,0,0.000303732826201449
487,0,4.99310545365075E-05
488,0,0.000111216145280218
489,0.00078212989613315,1.51137615136019E-05
490,0,0.000155636881058866
491,0,2.64970942450522E-05
492,0,0.000160329040173149
493,0,0.000285513601415024
494,0,0.000155636881058866
495,0,0.000380684801886698
496,0,0.000172931178324224
497,0.00078212989613315,0.000138344942659379
498,0,0.000311273762117731
499,0.00078212989613315,0
500,0,0.000169258676026022
501,0,0.000105724403885658
502,0,4.35747497024774E-05
503,0,6.91724713296896E-05
504,0,0.000218278418165786
505,0.00078212989613315,0.000654217050039175
506,0,0.00010375792070591
507,0,0.000291949489689606
508,0.00078212989613315,0.000118959800759912
509,0,6.53050667545058E-05
510,0,0.000489837143276742
511,0,0.000319270185369909
512,0,8.30587854659964E-05
513,0.00134526342134902,0
514,0,0
515,0,1.32976448832035E-05
516,0,3.21946992055504E-05
517,0.00078212989613315,9.65417187962645E-05
518,0,0.000356966997311693
519,0,7.3090242945066E-05
520,0,0.000109635364417599
521,0,8.24999209358581E-05
522,0,0.000132321015447693
523,0,0.000117627984493555
524,0,0.000109999894581144
525,0,0.000333380213402325
526,0,0.000290550090099576
527,0,0.000215075324806255
528,0,0.000207515841411821
529,0.00148604680265298,0
530,0,5.52030255686882E-05
531,0,0.00121308222764173
532,0,8.0385601908712E-05
533,0,0.00013749986822643
534,0,0.000111216145280218
535,0,1.60973496027752E-05
536,0.00078212989613315,0
537,0,0
538,0,0.000369895256102934
539,0,8.74014083420753E-06
540,0,0.000155795477019339
541,0,1.19048032337109E-05
542,0,0.000594944995519488
543,0,0.000174622734532628
544,0,0.000277222800112456
545,0,0.000300444493026989
546,0.00078212989613315,0
547,0,7.71878406184477E-05
548,0,0.000832922993727283
549,0,0.000597776513375697
550,0.00120448004004505,0.000293902285966045
551,0,4.58082971923282E-05
552,0,1.77301931776047E-05
553,0,6.53050667545058E-05
554,0,5.35904012724746E-05
555,0,0.000277222800112456
556,0,3.42098181161144E-05
557,0.00078212989613315,0
558,0.00078212989613315,0.000363152722470687
559,0.00078212989613315,0.000206667116269141
560,0,0.000944717373735087
561,0,5.84394762475557E-05
562,0,0.000103333558134571
563,0.00078212989613315,0.000105724403885658
564,0.00120448004004505,1.29157445790277E-07
565,0,0.000957810556109726
566,0,0
567,0,5.35904012724746E-05
568,0.00226817669878613,2.15262409650461E-07
569,0,0.000135078721082283
570,0,6.62436306824258E-05
571,0,1.87241454511903E-05
572,0,0
573,0,0.000324744063522525
574,0.00078212989613315,0
575,0.00226817669878613,0
576,0,3.68855995960912E-05
577,0,0.000245331393764691
578,0,1.58730709782812E-05
579,0,0.000116878952495111
580,0.00078212989613315,0
581,0,0.00041448186472396
582,0,6.43611458641763E-05
583,0,6.88890387563804E-05
584,0.00078212989613315,0.00022856773364077
585,0,0.00012087042464439
586,0,1.77301931776047E-05
587,0.00078212989613315,3.78021351216626E-07
588,0.00078212989613315,0.000151379590853969
589,0,0
590,0,0.000638540370739817
591,0.00148604680265298,0.000142469529078572
592,0,0.000352647661607201
593,0,0.000420494421124502
594,0,0.000369895256102934
595,0.00078212989613315,0.00121308222764173
596,0,0.000145275045049788
597,0,0.000398517675583798
598,0,0.000408885656274485
599,0,0.000269919249638596
600,0,4.98352712795978E-05
601,0,0.000116478484235168
602,0,9.84176209806605E-05
603,0,0.000240355594421591
604,0.00254974346139407,0
605,0,0.00014559810529396
606,0,0.000180266695816193
607,0,0.000180266695816193
608,0,0.000245331393764691
609,0,9.2213998990228E-05
610,0,9.2213998990228E-05
611,0,3.48491807453659E-05
612,0,3.78021351216626E-07
613,0,6.96983614907318E-05
614,0,0.00161481520124854
615,0,0.000693189844366701
616,0,0
617,0,0
618,0,0.000115781760927671
619,0,6.56117473204403E-05
620,0,4.82708593981322E-05
621,0,0.000387132582194796
622,0.00078212989613315,0.000380684801886698
623,0,0
624,0,0.000609928366917182
625,0.00078212989613315,4.72526689020782E-07
626,0.00078212989613315,0.000674798124096491
627,0,0.000535247178542022
628,0,2.21627414720058E-05
629,0.00162683018395695,1.0488169001049E-05
630,0,0.000243558047641894
631,0,0.000666198403301722
632,0,2.56573635870858E-05
633,0,0.000535247178542022
634,0,5.98671817032002E-05
635,0,5.48176822087995E-05
636,0,0.000303732826201449
637,0.00078212989613315,6.97195995239639E-05
638,0,0.000252296652674701
639,0,0.000111216145280218
640,0,0.000242986260961159
641,0,4.98352712795978E-05
642,0,0.000327108525019588
643,0,0.000160329040173149
644,0,0.000240355594421591
645,0,0.000145275045049788
646,0,1.71049090580572E-05
647,0,0.000472398437580336
648,0,4.72526689020782E-07
649,0.00078212989613315,0.000551131510510392
650,0,0
651,0,0.000404878874457895
652,0,0.000423146690065054
653,0,0.000207515841411821
654,0,0.000380684801886698
655,0,5.13147271741716E-05
656,0,9.16165943846564E-05
657,0,0.000552658325939855
658,0,0.000314932291720224
659,0,6.53050667545058E-05
660,0,6.22245965075544E-06
661,0,0.00123187471917336
662,0.00078212989613315,0.000135078721082283
663,0.00078212989613315,8.76592143713336E-05
664,0,5.22801640214661E-05
665,0,7.3090242945066E-05
666,0.00078212989613315,0.000136316801674448
667,0,0.000314932291720224
668,0,0.000163554262509794
669,0,3.42098181161144E-05
670,0,0.000346594922183351
671,0,0.000116878952495111
672,0,0.000539835704199995
673,0.00078212989613315,0
674,0,3.45256056952542E-05
675,0,1.72209927720369E-07
676,0.00078212989613315,8.20146841505504E-05
677,0,0.000109999894581144
678,0,0.000380684801886698
679,0,0.00023525596898711
680,0,0.000369895256102934
681,0,0.000126869284662789
682,0,0.000693189844366701
683,0,0.000116478484235168
684,0,0.000252296652674701
685,0,0.000111216145280218
686,0.00078212989613315,0.000136316801674448
687,0,0.000204538166866445
688,0.00078212989613315,0
689,0,0.000298888256687849
690,0,0.000809753556299993
691,0,0.00020853534977829
692,0,7.56897954269843E-05
693,0,0.000135954058011328
694,0,0.000189224488567461
695,0,0.000461375771785297
696,0,0.000151379590853969
697,0.00134526342134902,8.29661286767392E-06
698,0,0
699,0,2.56573635870858E-05
700,0,9.79576001317586E-05
701,0,5.63407236097131E-05
702,0.00120448004004505,0
703,0,1.51137615136019E-05
704,0.00078212989613315,0.000103758706994534
705,0,0.00047595599641559
706,0,3.21946992055504E-05
707,0,0.000285513601415024
708,0,5.84394762475557E-05
709,0,0.000592405366091076
710,0.00078212989613315,0
711,0,5.86630421794815E-05
712,0,5.63407236097131E-05
713,0.00078212989613315,0.000108300023254093
714,0,5.52030255686882E-05
715,0,2.56573635870858E-05
716,0.00078212989613315,0
717,0,0.00031086139854297
718,0.00176761356526092,2.64490826488033E-05
719,0,1.98413387228515E-05
720,0.00078212989613315,0.000411697945727443
721,0,0.000369630400149941
722,0,5.35904012724746E-05
723,0,0.000217912567574682
724,0,0
725,0,0.000408885656274485
726,0,1.03707660845924E-05
727,0,5.84394762475557E-05
728,0.00078212989613315,4.82708593981322E-05
729,0.00078212989613315,0.000121987049383421
730,0,0.000352883953480665
731,0,1.72628028476271E-05
732,0,0.000552658325939855
733,0.00078212989613315,0
734,0.00078212989613315,0.000113975623262857
735,0,0.000189224488567461
736,0,3.45256056952542E-05
737,0.00078212989613315,0
738,0,0.000300444493026989
739,0.00078212989613315,0.000170963434894286
740,0,0
741,0,5.22737711180488E-05
742,0,0.000245331393764691
743,0,0
744,0.00078212989613315,0
745,0,0.000134696135499539
746,0,5.52030255686882E-05
747,0,0.000237977998207795
748,0,2.20812102274753E-05
749,0,0.000338517352052043
750,0,0
751,0,0.000922751543570594
752,0,0.00123187471917336
753,0,0.00013749986822643
754,0,0.000182239695720869
755,0,0.000162450034881139
756,0,0.000420622290237785
757,0,8.24999209358581E-05
758,0,4.58082971923282E-05
759,0,0.0003055897854321
760,0,1.29157445790277E-07
761,0,0.000369895256102934
762,0,0.000236199218790168
763,0,0.00016116056619252
764,0,1.72628028476271E-05
765,0,0.000164999841871716
766,0,0.00023525596898711
767,0,0.000155636881058866
768,0,0.000478905278054863
769,0.00078212989613315,0
770,0,7.37711991921824E-05
771,0,2.20812102274753E-05
772,0.00078212989613315,0
773,0,0.000240355594421591
774,0,3.28058736602202E-05
775,0.00078212989613315,6.97068853619548E-05
776,0,0
777,0.00134526342134902,0
778,0,0.000169258676026022
779,0,1.77301931776047E-05
780,0,0.000539835704199995
781,0,0
782,0,0.000311590954038679
783,0,0.000269917852099998
784,0,0.000110609309198513
785,0,0.000609928366917182
786,0.00078212989613315,0.000276689885318759
787,0,0.000692063657677946
788,0,0.000121987049383421
789,0.00078212989613315,0.000116478484235168
790,0.00078212989613315,0.000276523272996283
791,0,0.000215075324806255
792,0,0.000186908076029475
793,0,0.000199258837791899
794,0,0
795,0,0.000176441976740333
796,0.00078212989613315,0.000242986260961159
797,0,0.000327108525019588
798,0,3.48491807453659E-05
799,0,0.000133976003181187
800,0,3.54603863552093E-05
801,0,4.72526689020782E-07
802,0,3.45256056952542E-05
803,0.00134526342134902,6.7977029005664E-05
804,0,0.000290550090099576
805,0,4.72526689020782E-07
806,0,6.96983614907318E-05
807,0,0.00041448186472396
808,0.00078212989613315,0
809,0,0.00016591396379777
810,0,3.28058736602202E-05
811,0,6.22245965075544E-06
812,0,0.000609928366917182
813,0,0.000475856002358373
814,0,0.000369630400149941
815,0,8.45795231085262E-05
816,0,3.48491807453659E-05
817,0.00078212989613315,3.21946992055504E-05
818,0,0.000369630400149941
819,0,0.00013749986822643
820,0,0.000470511937974221
821,0.00078212989613315,5.69878116314287E-05
822,0,0.000162450034881139
823,0,0.000318072537240378
824,0,9.79576001317586E-05
825,0.00078212989613315,0.000302759181707937
826,0.00078212989613315,1.9366220305124E-05
827,0,2.64970942450522E-05
828,0.00078212989613315,0
829,0,7.71878406184477E-05
830,0,0
831,0,0.000108300023254093
832,0,0.000227069386280953
833,0,0.000202044203249309
834,0,3.48491807453659E-05
835,0,0.000103758706994534
836,0,2.58942042714406E-05
837,0,1.98413387228515E-05
838,0,0.00020145070774065
839,0,9.2213998990228E-05
840,0,0.000240355594421591
841,0,9.13628036813325E-05
842,0.00078212989613315,0
843,0,6.22245965075544E-06
844,0.00078212989613315,4.02433740069379E-05
845,0.00078212989613315,8.29661286767392E-06
846,0,0.000311513460049125
847,0.00078212989613315,3.01367373510645E-07
848,0,0.000666198403301722
849,0.00078212989613315,6.43611458641763E-05
850,0,0.000142469529078572
851,0,0.000145275045049788
852,0,5.0982771754248E-05
853,0,1.58730709782812E-05
854,0,0.000352647661607201
855,0,1.60973496027752E-05
856,0,0
857,0.00078212989613315,0
858,0,3.74482909023806E-05
859,0,3.48491807453659E-05
860,0.00078212989613315,0.000389488692548348
861,0,0.000528971492410802
862,0,4.72526689020782E-07
863,0,3.48491807453659E-05
864,0,0.000957810556109726
865,0,5.49999472905721E-05
866,0,0.00036318761262447
867,0,7.3090242945066E-05
868,0,1.77301931776047E-05
869,0,0.000802870767813033
870,0,1.87241454511903E-05
871,0.00078212989613315,7.56042702433251E-07
872,0,0.000110656798788274
873,0,2.49655272682537E-05
874,0,0.0004984215360786
875,0,0.000591832409764695
876,0,0.000638540370739817
877,0.00078212989613315,2.15262409650461E-07
878,0.00078212989613315,0
879,0,0.000219999789162288
880,0,0
881,0,0.000462038000187426
882,0,0.000134696135499539
883,0,0.000404878874457895
884,0,6.96983614907318E-05
885,0,0.000535247178542022
886,0,5.22801640214661E-05
887,0,0.000245331393764691
888,0,3.49605633368301E-06
889,0.00078212989613315,0.000182239695720869
890,0,0
891,0,0
892,0.00078212989613315,0.000380684801886698
893,0,6.96983614907318E-05
894,0,0
895,0,1.89010675608313E-07
896,0,3.12069090853172E-05
897,0,3.09859524881984E-05
898,0.00078212989613315,0.000539835704199995
899,0,0.000148288193706958
900,0,0.000327108525019588
901,0,4.58082971923282E-05
902,0,1.88922018920024E-05
903,0,0.000401435383906516
904,0,0.000435825135149364
905,0,7.3090242945066E-05
906,0,0.00012460538401965
907,0,6.87124457884923E-05
908,0,0.000227194669457413
909,0.00078212989613315,0.000113975623262857
910,0.00078212989613315,0.000108300023254093
911,0,0.000253888014039032
912,0,4.2762272645143E-05
913,0,0.00110531665187971
914,0.00078212989613315,0.000268844156007819
915,0,0.000110656798788274
916,0.00078212989613315,0.000352647661607201
917,0,0.000572439918784278
918,0,0.00047595599641559
919,0,6.96983614907318E-05
920,0.00078212989613315,0
921,0,0.000111216145280218
922,0,7.9365354891406E-06
923,0.00078212989613315,6.97068853619548E-05
924,0,0.00138412731535589
925,0,4.98352712795978E-05
926,0,0
927,0.00078212989613315,0.000175318428742667
928,0.00078212989613315,0.000333380213402325
929,0,0.000252296652674701
930,0.00078212989613315,6.22245965075544E-06
931,0,6.56117473204403E-05
932,0,6.53050667545058E-05
933,0,0.000120177797210796
934,0.00078212989613315,0.000137424891576985
935,0,8.34141399113159E-05
936,0,0.000111216145280218
937,0,1.19048032337109E-05
938,0,8.45795231085262E-05
939,0,0.000507776028078065
940,0.00078212989613315,0.000783739429242787
941,0,1.98413387228515E-05
942,0,0.000295916204882348
943,0,2.83516013412469E-07
944,0,0.000957810556109726
945,0,0.00016116056619252
946,0.00078212989613315,0.0003055897854321
947,0.00148604680265298,0
948,0,5.29941884901045E-05
949,0.00162683018395695,0
950,0.00078212989613315,0
951,0,0.000206667116269141
952,0,0.000298888256687849
953,0,0.000923906039380023
954,0,0.000253888014039032
955,0,9.64848007730596E-05
956,0,0
957,0.00078212989613315,0.000259394801764776
958,0,0.000207515841411821
959,0,0.000146180485890132
960,0,8.04514323302204E-05
961,0,0.000113975623262857
962,0,0.000554445600224911
963,0,0
964,0,0.000267623589271011
965,0,3.48491807453659E-05
966,0,0.000866487305458377
967,0.00148604680265298,8.71336067024435E-05
968,0.00226817669878613,0
969,0,8.20146841505504E-05
970,0.00134526342134902,0
971,0,1.29157445790277E-07
972,0.00078212989613315,0.000101965543508496
973,0,0.000142469529078572
974,0,0.000319270185369909
975,0,0
976,0,5.22737711180488E-05
977,0,0.000116878952495111
978,0,0.000461953019690012
